cod ;f_Hz;GMPaH;AnH;p200_%;p4_%;p38_%;p34_%;vv_%;vbe_%;vma_%;vfa_%;Elab_Mpa;dm_graus
49.04;0.045000012;0.270764544;73.8214297;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;833.7502817;39.77150843
49.05;0.090000024;0.469348223;71.28158627;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;1196.458026;38.70837812
49.06;0.100000027;0.509305987;70.87623901;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;1264.6616;38.44255631
49.07;0.225000061;0.938684749;67.59740807;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;1934.737749;35.76911856
49.08;0.500000136;1.661829068;64.12494468;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;2900.063637;32.53861376
49.09;1.000000272;2.660112178;60.95893865;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;4031.471538;29.65253666
49.1;5.000001361;7.235336977;53.34892089;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;7735.02469;23.61281907
49.11;10.00000272;10.70523931;50.09470829;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;9692.493556;21.43228238
49.12;25.0000068;17.34487523;45.94722274;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;12423.28878;18.93847378
49.13;27.00000735;18.0299367;45.61010579;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;12653.98257;18.74778894
49.14;135.0000367;38.12111123;39.09758745;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;17233.13505;15.33363229
49.15;270.0000735;50.83818744;36.658041;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;18949.80392;14.15121561
49.16;1350.000367;92.11813133;31.91476593;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;22150.23765;11.91138017
49.17;2700.000735;115.5171701;30.25638346;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;23196.5458;11.12186178
49.18;6750.001837;151.9388702;28.38694713;0.04;0.36;0.16;0;0.055666667;0.113048587;0.168715254;0.670055521;24311.51435;10.20619368
50.01;0.000900001;0.010272658;83.61844225;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;278.4897284;25.55576214
50.02;0.004500007;0.04554021;80.05267387;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;578.4825782;34.05051629
50.03;0.009000015;0.084604482;78.23720945;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;806.5908894;36.11900558
50.04;0.045000075;0.333281114;73.32047877;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;1745.800516;35.67733924
50.05;0.09000015;0.58185085;70.8951255;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;2401.903439;33.7392085
50.06;0.100000166;0.63207862;70.51043332;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;2518.13878;33.39054485
50.07;0.225000374;1.174781303;67.41241673;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;3574.364104;30.44653001
50.08;0.500000831;2.096446429;64.13803091;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;4912.266209;27.40244446
50.09;1.000001661;3.377583032;61.13603806;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;6317.045157;24.8654423
50.1;5.000008307;9.303999289;53.73875322;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;10325.34893;19.79059429
50.11;10.00001661;13.82465341;50.44638122;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;12269.71858;17.99241316
50.12;25.00004154;22.49797292;46.08486315;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;14909.57936;15.94162152
50.13;45.00007477;30.09800905;43.32024135;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;16589.96006;14.79942396
50.14;225.0003738;61.557127;36.09352347;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;20884.47338;12.23899654
50.15;450.0007477;80.91215719;33.21258077;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;22522.63499;11.34531509
50.16;2250.003738;141.794231;27.23290744;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;25731.45627;9.636858808
50.17;4500.007477;175.318353;24.99312316;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;26856.65093;9.02872198
50.18;11250.01869;226.4207375;22.34989581;0.04;0.36;0.16;0;0.052;0.113487534;0.165487534;0.685776935;28124.41674;8.318912181
51.01;0.000500001;0.030740418;63.27341971;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;384.8166997;21.34663552
51.02;0.002500005;0.089443225;58.7991367;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;611.9228984;24.30176939
51.03;0.005000011;0.138024593;56.91281908;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;765.51811;25.10113959
51.04;0.025000054;0.356519848;52.64064386;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;1335.514805;25.58756588
51.05;0.050000108;0.523621449;50.85116444;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;1708.977866;25.22865902
51.06;0.100000215;0.758253646;49.09431185;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;2183.11233;24.58770208
51.07;0.125000269;0.851725454;48.53591196;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;2359.71386;24.33122383
51.08;0.500001077;1.699739324;45.14857249;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;3747.183957;22.35444844
51.09;1.000002153;2.35466796;43.50971041;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;4635.307804;21.21658275
51.1;5.000010767;4.784673716;39.85234374;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;7141.707022;18.50656791
51.11;10.00002153;6.366762287;38.34291585;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;8360.462359;17.38208901
51.12;25.00005384;9.128601245;36.40983987;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;10029.14832;15.97687882
51.13;25.00005384;9.128601245;36.40983987;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;10029.14832;15.97687882
51.14;125.0002692;16.42704193;33.18899687;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;12911.88144;13.77749926
51.15;250.0005384;20.80204926;31.87107426;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;14065.71431;12.93971924
51.16;1250.002692;34.69346295;28.97212527;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;16418.97935;11.23337311
51.17;2500.005384;42.59806353;27.79273525;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;17275.20822;10.592582
51.18;6250.013459;55.14813334;26.29689269;0.04;0.36;0.16;0;0.049;0.113846671;0.162846671;0.69910346;18260.74961;9.82270902
52.01;0.000500001;0.012549266;83.75094889;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;203.8917049;27.17002926
52.02;0.002500005;0.055526382;80.49749408;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;398.1767877;37.17257904
52.03;0.005000011;0.102632025;78.65595343;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;554.1223621;39.45527566
52.04;0.025000054;0.395653017;73.20266217;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;1257.966313;38.37537599
52.05;0.050000108;0.681642409;70.33895877;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;1794.759515;35.96201963
52.06;0.100000215;1.14629869;67.19350974;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;2531.922131;33.07204911
52.07;0.125000269;1.34795099;66.12818715;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;2818.091544;32.10508359
52.08;0.500001077;3.477342599;59.10602422;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;5182.506062;26.3162226
52.09;1.000002153;5.374173763;55.47462805;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;6733.932444;23.76030273
52.1;5.000010767;13.38822724;47.36904444;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;10987.98131;18.89366369
52.11;10.00002153;19.0371273;44.21541566;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;12928.23866;17.21646462
52.12;25.00005384;29.2370781;40.49181868;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;15416.94711;15.31964394
52.13;25.00005384;29.2370781;40.49181868;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;15416.94711;15.31964394
52.14;125.0002692;56.54126909;35.29758237;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;19236.7382;12.69277284
52.15;250.0005384;72.58029602;33.57044377;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;20594.91048;11.77903601
52.16;1250.002692;120.6273494;30.55917759;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;23065.62649;10.03466679
52.17;2500.005384;145.9400987;29.61691615;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;23864.82718;9.414042199
52.18;6250.013459;183.357179;28.62646706;0.04;0.36;0.16;0;0.057;0.112888971;0.169888971;0.664486754;24717.578;8.689517708
53.01;0.000750002;0.023811099;82.68253126;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;233.5143818;24.004125
53.02;0.003750008;0.102112268;78.93124999;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;448.746788;34.95032773
53.03;0.007500016;0.185976271;76.94123844;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;623.3346847;38.00502899
53.04;0.037500079;0.691625013;71.38043193;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;1421.956102;38.12871093
53.05;0.075000159;1.172837103;68.5847552;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;2036.169671;35.80245075
53.06;0.100000212;1.45001376;67.35834186;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;2356.294779;34.61882911
53.07;0.187500397;2.271379365;64.55558049;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;3208.469716;31.82708003
53.08;0.500001059;4.390938448;59.90040834;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;4992.679036;27.44057278
53.09;1.000002118;6.785781013;56.46585916;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;6582.758014;24.59329297
53.1;5.000010589;16.92476808;48.38045255;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;11022.63379;19.16146945
53.11;10.00002118;24.08877445;44.9986741;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;13059.97445;17.30925989
53.12;20.00004236;33.48774852;41.76065294;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;15047.20914;15.70593069
53.13;25.00005295;37.05336428;40.75687432;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;15664.19026;15.23698627
53.14;100.0002118;66.02970095;35.03577659;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;19119.48078;12.75628446
53.15;200.0004236;85.43727608;32.54542409;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;20558.83654;11.74911812
53.16;1000.002118;144.4714405;27.75545964;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;23142.33803;9.857669227
53.17;2000.004236;175.9949054;26.09880509;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;23962.68733;9.195390066
53.18;5000.010589;223.0167707;24.24377892;0.04;0.36;0.16;0;0.054666667;0.1131683;0.167834967;0.67428321;24825.60594;8.429786127
54.01;0.000499853;0.004392641;85.10451776;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;168.5139506;24.93500432
54.02;0.002499265;0.020287763;82.15432922;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;323.2206295;36.51601795
54.03;0.004998531;0.038444136;80.55681368;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;446.2580334;39.61890716
54.04;0.024992654;0.159081648;75.97786328;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;1001.932424;39.7560181
54.05;0.049985307;0.283909225;73.61256935;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;1430.826682;37.50084373
54.06;0.099970615;0.495719806;71.01334888;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;2029.442023;34.62668972
54.07;0.124963268;0.590265432;70.12894138;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;2264.967479;33.64565255
54.08;0.499853073;1.651578592;64.17884933;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;4278.260996;27.67976284
54.09;0.999706146;2.662440055;60.97133665;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;5663.022668;25.0204606
54.1;4.998530731;7.324856645;53.2725461;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;9710.00014;19.94359986
54.11;9.997061463;10.86754026;49.99074225;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;11676.51005;18.19258273
54.12;24.99265366;17.63789813;45.82232846;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;14312.04207;16.21208656
54.13;26.99206595;18.3353955;45.48434931;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;14530.69657;16.06113845
54.14;134.9603297;38.68362491;38.98617154;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;18807.37033;13.3569031
54.15;269.9206595;51.45475838;36.57006575;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;20403.97279;12.41520816
54.16;1349.603297;92.38624618;31.90858888;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;23428.15639;10.61496774
54.17;2699.206595;115.2713971;30.29225946;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;24444.80416;9.973410495
54.18;6748.016487;150.4934951;28.4803119;0.04;0.36;0.16;0;0.059;0.112649545;0.171649545;0.656276398;25554.63349;9.223544492
55.01;0.000900003;0.01336934;82.97966873;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;178.8644087;26.39362296
55.02;0.004500015;0.058015263;79.63665406;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;346.2829633;36.94537053
55.03;0.00900003;0.106814733;77.9372433;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;482.2985022;39.68908984
55.04;0.04500015;0.413816848;73.32402625;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;1110.928155;39.40280562
55.05;0.090000299;0.719294501;71.03546164;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;1602.732446;37.06285354
55.06;0.225000749;1.448673034;67.72624333;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;2561.50257;33.11603138
55.07;0.500001663;2.588321776;64.58407409;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;3747.875108;29.53423691
55.08;1.000003327;4.185554036;61.67181423;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;5066.896305;26.60272598
55.09;5.000016634;11.7415542;54.33950717;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;9043.508142;20.88285652
55.1;10.00003327;17.6535422;50.9923809;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;11008.4301;18.90033092
55.11;25.00008317;29.27744258;46.4663251;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;13648.80376;16.665987
55.12;25.00008317;29.27744258;46.4663251;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;13648.80376;16.665987
55.13;125.0004158;65.14213738;38.48449046;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;17931.81163;13.60190941
55.14;250.0008317;88.90433284;35.13783256;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;19513.49494;12.54803257
55.15;1250.004158;170.1918698;27.85565283;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;22457.07133;10.55818027
55.16;2500.008317;218.5663231;25.00515472;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;23424.6895;9.858148018
55.17;6250.020792;296.6123433;21.55472115;0.04;0.3;0.05;0;0.058;0.117416248;0.175416248;0.669357882;24463.54386;9.046784657
56.01;0.000900003;0.01336934;82.97966873;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;173.4910729;28.42726204
56.02;0.004500015;0.058015263;79.63665406;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;362.1301904;37.865497
56.03;0.00900003;0.106814733;77.9372433;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;522.3457434;40.454861
56.04;0.04500015;0.413816848;73.32402625;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;1295.068014;40.15266617
56.05;0.090000299;0.719294501;71.03546164;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;1913.333205;37.65645058
56.06;0.225000749;1.448673034;67.72624333;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;3123.1138;33.3114879
56.07;0.500001663;2.588321776;64.58407409;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;4608.366455;29.30258008
56.08;1.000003327;4.185554036;61.67181423;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;6233.521356;26.01093127
56.09;5.000016634;11.7415542;54.33950717;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;10944.5599;19.64630511
56.1;10.00003327;17.6535422;50.9923809;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;13169.99257;17.47967458
56.11;25.00008317;29.27744258;46.4663251;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;16059.73548;15.07487719
56.12;25.00008317;29.27744258;46.4663251;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;16059.73548;15.07487719
56.13;125.0004158;65.14213738;38.48449046;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;20512.51996;11.85877904
56.14;250.0008317;88.90433284;35.13783256;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;22084.65443;10.77917526
56.15;1250.004158;170.1918698;27.85565283;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;24903.24716;8.785290534
56.16;2500.008317;218.5663231;25.00515472;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;25797.23585;8.099387353
56.17;6250.020792;296.6123433;21.55472115;0.05;0.56;0.32;0;0.058666667;0.083876739;0.142543405;0.588429457;26737.01471;7.315723814
57.01;0.000250003;0.019984143;84.47393923;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;375.3262216;33.48867064
57.02;0.001250014;0.091336475;81.49585388;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;904.0552046;37.25553229
57.03;0.002500029;0.172251292;79.82518704;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;1310.541426;36.83105199
57.04;0.012500144;0.698706211;74.85440788;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;2927.792152;31.43904691
57.05;0.025000287;1.229097624;72.19780106;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;3995.024512;28.10596372
57.06;0.062500718;2.490204653;68.19519604;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;5794.123613;23.65625797
57.07;0.100001148;3.509991753;65.93364336;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;6886.153278;21.51420851
57.08;0.500005741;10.27321965;57.30098497;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;11344.98464;15.37243619
57.09;1.000011481;15.53551392;53.2950225;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;13495.40412;13.3133013
57.1;5.000057405;36.32035652;43.93009796;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;18578.72169;9.657523073
57.11;10.00011481;50.01396215;40.08733088;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;20672.0971;8.469194383
57.12;25.00028703;73.37359046;35.37187183;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;23250.23056;7.168729676
57.13;40.00045924;87.84133024;33.15263848;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;24471.11155;6.60103862
57.14;200.0022962;150.4405256;26.72089186;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;28069.87611;5.050437232
57.15;400.0045924;183.3193275;24.51307084;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;29340.91839;4.530233454
57.16;2000.022962;270.8692324;20.55403217;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;31702.81629;3.568664378
57.17;4000.045924;312.1764396;19.27822644;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;32496.81999;3.23776436
57.18;10000.11481;368.73107;17.91084837;0.05;0.56;0.32;0;0.055;0.084203454;0.139203454;0.604894861;33373.37024;2.859942812
58.01;0.000600012;0.01737653;84.18570477;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;149.5885927;32.85115911
58.02;0.003000061;0.081313233;81.19005367;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;342.732786;39.87618962
58.03;0.006000123;0.154878978;79.47718658;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;501.8684872;41.79429575
58.04;0.030000614;0.641172475;74.30081508;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;1217.586575;41.72854083
58.05;0.060001227;1.135902676;71.50740988;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;1750.666676;39.75456694
58.06;0.100002045;1.70129877;69.22772145;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;2258.064519;37.75588495
58.07;0.150003068;2.318551129;67.28955341;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;2737.483665;35.94747795
58.08;0.500010225;5.472893822;60.94330773;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;4581.3688;30.10476407
58.09;1.000020451;8.60514011;56.98351945;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;5913.239597;26.80334474
58.1;5.000102253;21.8688687;47.51124176;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;9530.038272;20.16214987
58.11;10.00020451;31.10308742;43.5607035;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;11182.54147;17.82578764
58.12;15.00030676;37.71783653;41.34523793;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;12141.14086;16.60026752
58.13;25.00051126;47.44796079;38.68456194;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;13321.42572;15.19414724
58.14;75.00153379;74.06454223;33.55578051;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;15686.53411;12.63284626
58.15;150.0030676;95.02253077;30.78127304;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;17018.68143;11.29519
58.16;750.0153379;155.6691656;25.71282478;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;19566.45254;8.836283742
58.17;1500.030676;186.327569;24.06551463;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;20433.41949;7.998529092
58.18;3750.07669;230.0897595;22.30171058;0.0324;0.4563;0.0943;0.0088;0.056666667;0.104355437;0.161022103;0.64808144;21388.50063;7.04982024
59.01;0.000650007;0.018780383;84.0647411;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;143.5796293;34.05976137
59.02;0.003250035;0.087663453;81.0066219;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;331.0514344;40.23798191
59.03;0.006500069;0.166658824;79.26066215;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;486.7391954;41.82484138
59.04;0.032500346;0.68585662;73.99606124;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;1194.38422;41.42218108
59.05;0.065000691;1.21133696;71.16250139;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;1726.172136;39.49360138
59.06;0.100001063;1.701285813;69.22776703;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;2147.910155;37.89199626
59.07;0.162501728;2.461708601;66.8940988;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;2716.717514;35.82567748
59.08;0.500005316;5.472857545;60.94336255;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;4436.294361;30.53242526
59.09;1.000010632;8.605086829;56.98357659;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;5766.393123;27.26482431
59.1;5.000053162;21.86875508;47.51129883;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;9420.346487;20.54481315
59.11;10.00010632;31.10293857;43.56075812;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;11104.22676;18.13974829
59.12;25.00026581;47.44775818;38.68461153;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;13292.90343;15.40961
59.13;32.00034024;52.73692685;37.45796864;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;13861.90565;14.75533708
59.14;160.0017012;97.1378012;30.54160979;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;17212.68131;11.21288277
59.15;320.0034024;121.5769207;28.16400321;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;18425.89086;10.01339448
59.16;1600.017012;189.2987724;23.9266472;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;20684.54381;7.797995962
59.17;3200.034024;222.2930617;22.57653482;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;21435.67298;7.039610078
59.18;8000.085059;268.3102755;21.14415977;0.0388;0.4551;0.2742;0.0256;0.058;0.09602548;0.15402548;0.623438927;22253.1975;6.178417161
60.01;0.000450002;0.027255313;83.35974076;0.0324;0.4563;0.0943;0.0088;0.058666667;0.105605504;0.16427217;0.642869108;252.533927;37.81886595
